year,PIE,INI,NX,GDP_QI,GDP,EX_GOOD,IM_GOOD,EX_SERV,GIE,GCE_QI,GCE,POP,EX_GOOD_QI,IM_GOOD_QI,EX_SERV_QI,IM_SERV_QI,IM_SERV,PCE_GOOD_QI,PCE_GOOD,PCE_QI,PCE,PCE_SERV_QI,PCE_SERV,X_TOT_QI,X_TOT,GDP_P,GDP_Q,X_TOT_P,X_TOT_Q,PCE_P,PCE_Q,GCE_P,GCE_Q,PCE_GOOD_P,PCE_GOOD_Q,PCE_SERV_P,PCE_SERV_Q,EX_GOOD_P,EX_GOOD_Q,EX_SERV_P,EX_SERV_Q,IM_GOOD_P,IM_GOOD_Q,IM_SERV_P,IM_SERV_Q,C_GOOD_Paasche_Chained_QI,C_GOOD_Laspeyres_Chained_QI,C_GOOD_Fischer_Chained_QI,C_SERV_Paasche_Chained_QI,C_SERV_Laspeyres_Chained_QI,C_SERV_Fischer_Chained_QI,C_GOOD,C_SERV,C_TOT,C_GOOD_Fischer_Chained_P,C_SERV_Fischer_Chained_P,C_GOOD_Fischer_Chained_Q,C_SERV_Fischer_Chained_Q,C_GOOD_Paasche_Chained_P,C_SERV_Paasche_Chained_P,C_GOOD_Laspeyres_Chained_P,C_SERV_Laspeyres_Chained_P,C_TOT_Paasche_Chained_QI,C_TOT_Laspeyres_Chained_QI,C_TOT_Fischer_Chained_QI,C_TOT_Fischer_Chained_Q,C_TOT_P,X_Rel_P,C_Share,E_FB_1947_QI,E_FB_2023_QI,E_FB_1947_P,E_FB_2023_P,E_FB_1947_Q,E_FB_2023_Q,X_TOT_1947_Q,X_TOT_1947_QI,X_TOT_1947_P,X_TOT_2023_Q,X_TOT_2023_QI,X_TOT_2023_P,Y_FB_1947_QI,Y_FB_2023_QI,Y_Fischer_Chained_QI,C_GOOD_FB_1947_QI,C_GOOD_FB_2023_QI,C_SERV_FB_1947_QI,C_SERV_FB_2023_QI,C_GOOD_FB_1947_P,C_SERV_FB_1947_P,C_GOOD_FB_2023_P,C_SERV_FB_2023_P,C_GOOD_FB_1947_Q,C_SERV_FB_1947_Q,C_GOOD_FB_2023_Q,C_SERV_FB_2023_Q,E_FB_Fischer_QI,Y_FB_Fischer_QI
1957,76505.0,777.0,4075.0,0.16393000000000002,474039.0,19562.0,13291.0,4455.0,30230.0,0.33893999999999996,76933.0,171274.0,0.04178,0.02636,0.03454,0.08538,6651.0,0.1396,159602.0,0.14636,286296.0,0.1426,126693.0,1.7374721603563472,105957.0,0.14744548933772425,3215011.8808600004,1.4062172428197455,75348.95517817371,0.14717954039872438,1945216.02136,0.08358066298933887,920464.1031599999,0.2714203984631986,588025.0744,0.09786406568051188,1294581.4086,0.30272675627358636,64619.32945999999,0.1532562166719287,29068.96762,0.21275620306549495,62470.564000000006,0.13868696739262587,47956.92144,1.3111420423775675,1.309101187207494,1.3101212173971277,1.500470276303268,1.5014539678664633,1.500962041499128,166650.0,201430.0,368080.0,1.1669691396394841,1.3799972815462211,142805.83293872172,145964.0556496657,1.166060564358818,1.3804495628370694,1.167878422867118,1.3795451484377994,1.4130951709182522,1.4136435780480718,1.4133693478844551,291506.01463182096,1.2626840666217258,1.1136730715087255,0.7764794731212964,1.3983926339423873,1.4728805488834036,1.2746481352308214,1.223662418931699,288417.08235798345,303780.1403266531,75348.95517817371,1.7374721603563472,1.4062172428197455,75348.95517817371,1.7374721603563472,1.4062172428197455,1.4573025668873678,1.5085974255480639,1.4772930441596808,1.3105664050159789,1.3063106056018798,1.4968351011180983,1.5223845053597012,1.1665727307199816,1.3838020871007344,1.1703732813107919,1.36057844104467,142854.35927955172,145562.7230784317,142390.4686318161,148047.32599271485,1.4351534100003287,1.482728195135868
1958,70947.0,-366.0,538.0,0.16271999999999998,481229.0,16414.0,12951.0,4146.0,32622.0,0.34467,81516.0,174141.0,0.03545,0.0271,0.03236,0.09269,7071.0,0.13817000000000002,161568.0,0.14763,295606.0,0.14723,134038.0,1.6980790645879733,103935.0,0.15079492034554595,3191281.2374399994,1.4113818647277843,73640.59479398665,0.15065834348815013,1962095.1163800003,0.08708740410386538,936025.14438,0.277607480243438,582001.6083800001,0.1002817228607464,1336614.45153,0.2993671742888449,54828.99065000001,0.15223464888602786,27234.27308,0.2016526768921852,64224.29,0.1358165859926262,52062.86072,1.272910164405763,1.2698627577144515,1.2713855480125051,1.5346329109010357,1.535470237546004,1.5350515171313075,164665.0,212629.0,377294.0,1.1882000367374126,1.424371675748777,138583.5675044591,149279.15488646826,1.1867768811172161,1.4247602057050002,1.1896248989731926,1.4239832517440858,1.408736674126166,1.4094318183321615,1.409084203362185,290622.20785924734,1.2982283865337956,1.0871599168279649,0.7840217443254667,1.393317827232371,1.4915382985728787,1.3106733545291145,1.2391169556715178,287370.4085488493,307628.2825423576,73640.59479398665,1.6980790645879733,1.4113818647277843,73640.59479398665,1.6980790645879733,1.4113818647277843,1.4462654771442374,1.5194189672944565,1.4769546607405766,1.271748278820576,1.2671624396004144,1.5295824309320478,1.5582219543278173,1.1878611357405304,1.4294645764757468,1.192159984896841,1.4031915644265351,138623.10588800043,148747.30266084886,138123.24024132438,151532.41039251725,1.4415917943028917,1.4823910407568313
1959,85669.0,3917.0,397.0,0.174,521654.0,16458.0,15310.0,6267.0,35863.0,0.34444,82594.0,177130.0,0.0352,0.03186,0.05005,0.09087999999999999,7018.0,0.14686,172607.0,0.15605,317130.0,0.15460000000000002,144523.0,1.9032572383073496,117615.0,0.15286538353986093,3412505.7479999997,1.4249703989070603,82538.55665367484,0.15290726400479338,2074002.1872999999,0.08829800426334194,935400.5301600001,0.2790258586294917,618605.74804,0.10297164200337346,1403522.3406000002,0.3023015563126266,54442.326400000005,0.14878129618690192,42122.230149999996,0.2027679910105043,75505.014,0.13748328479085478,51046.20543999999,1.3328120526618747,1.3296585205761322,1.3312343528276402,1.599567037283972,1.600894185241148,1.6002304736791266,177672.0,226366.0,404038.0,1.224418853913179,1.4546296901718097,145107.20692691844,155617.61287387402,1.2229694631915133,1.4552330123555244,1.2258699623665847,1.454026618118249,1.4865067209691296,1.487137127507614,1.4868218908271407,306655.5281612069,1.3175630728809156,1.0815196845121755,0.7745340293260079,1.4578424117249291,1.5481775235670405,1.3435472345370252,1.2718222149869152,300678.5395758549,319310.06605817855,82538.55665367484,1.9032572383073496,1.4249703989070603,82538.55665367484,1.9032572383073496,1.4249703989070603,1.5352264928110766,1.5961092713155864,1.562119148432523,1.3321208416077641,1.3230174580101854,1.5987609242333993,1.6150942425496975,1.2236040377626742,1.4559667570356094,1.2320233801227158,1.4412426821958224,145203.8359769295,155474.70359892538,144211.54895802622,157063.06980523042,1.502331140173598,1.565371917067976
1960,86477.0,3232.0,4204.0,0.17848,542382.0,20453.0,15220.0,6592.0,36003.0,0.34659,84517.0,180760.0,0.043449999999999996,0.03134,0.05087,0.09795,7621.0,0.14944000000000002,177015.0,0.16033,331180.0,0.16065000000000002,154165.0,1.923023385300668,119248.0,0.15494999538032797,3500367.96496,1.4299049128464223,83395.75515033407,0.1554189147857786,2130886.06658,0.08979331677901038,941239.3152600001,0.28121130984182896,629473.2601600001,0.10570492369046555,1458446.7271500002,0.3043499439315248,67202.24664999999,0.15397428148469722,42812.34461,0.20492060968970738,74272.666,0.13851996580365367,55017.3396,1.387569946326523,1.3842937945372167,1.3859309023851603,1.6401916560320886,1.6414028837826975,1.64079715814216,185480.0,237653.0,423133.0,1.2277813784440417,1.4894028936376174,151069.24022178724,159562.60123785064,1.2263310820932276,1.4899527297445916,1.2292333899593297,1.488853260436238,1.53134140899883,1.53207675678079,1.5317090387612957,315913.45753547846,1.3393952992726823,1.0675749822497425,0.780139791032503,1.5058373449027018,1.5915985102077503,1.36216879123443,1.2951709238975266,310577.44654883735,328265.6011318383,83395.75515033407,1.923023385300668,1.4299049128464223,83395.75515033407,1.923023385300668,1.4299049128464223,1.5783171018651507,1.6363371219928966,1.6039494726875807,1.3875887776313653,1.3784583745726828,1.6383795346844967,1.6549429515275007,1.2263144392557985,1.491600684379836,1.234437096648742,1.476672070752466,151249.9519393741,159327.49460946326,150254.71974517158,160938.23720719485,1.5481241793739722,1.6070652955179483
1961,86584.0,2974.0,4913.0,0.18305,562209.0,20947.0,15053.0,6655.0,39897.0,0.35839,89340.0,183742.0,0.04367,0.03129,0.05119,0.09629,7635.0,0.15039,178808.0,0.16362,341475.0,0.16654,162667.0,1.9910913140311803,123507.0,0.15660438455890646,3589995.2711,1.4303457009574754,86347.6570155902,0.15702799602541953,2174612.22612,0.09179225388633502,973284.74046,0.2822653436055251,633474.86346,0.10758978919191062,1511918.56794,0.31013060709388174,67542.51119,0.15447409350921126,43081.65757,0.2029959987011385,74154.171,0.14116684515308284,54084.93752,1.3970937898836808,1.3938122018493377,1.395452031231389,1.700254804545532,1.7014936012052835,1.700874090093903,187676.0,251027.0,438703.0,1.2338414610863142,1.517651508476282,152107.06230828387,165404.9026393618,1.2323915441881341,1.5182042842391563,1.235293083821427,1.5170989339781833,1.5663814521859578,1.5670781925126909,1.566729783618405,323136.4511415124,1.357640088112118,1.0535529360704567,0.7803187421070419,1.5395729984970552,1.6401332294049922,1.3816896634819336,1.3026859408253173,317535.39136701915,338275.83843155025,86347.6570155902,1.9910913140311803,1.4303457009574754,86347.6570155902,1.9910913140311803,1.4303457009574754,1.6180174683618413,1.6875086036781137,1.6492509703939666,1.3970477690357277,1.3882563642862376,1.6993263591327932,1.714990080062323,1.2324321410131895,1.5190337716391054,1.2402367584143124,1.505159801545575,152281.0009204324,165254.39044658674,151322.72021992848,166777.64031582072,1.5890578447399901,1.6523977725602537
1962,96977.0,6101.0,4101.0,0.19427,603922.0,21709.0,16869.0,7357.0,42597.0,0.38383,97690.0,186590.0,0.04561,0.03592,0.054720000000000005,0.10078,8096.0,0.15811999999999998,188969.0,0.17171,362557.0,0.17442,173588.0,2.14086859688196,133473.0,0.15850792004092085,3810043.05554,1.4376197490418294,92843.04844097997,0.15886757606527152,2282133.39046,0.0937188956606383,1042372.50462,0.28372220861669,666035.2776799999,0.10962600226266778,1583456.4466199998,0.307741265178793,70543.02577,0.15975240037785593,46052.51616000001,0.19816319202289365,85126.808,0.14302139174065426,56606.916639999996,1.457144622912185,1.4533811924866398,1.455261691131051,1.7960606298220436,1.797345627874453,1.7967030139697786,199910.0,270539.0,470449.0,1.260256527738498,1.5483793529514573,158626.4348566668,174723.97799951906,1.2586280160374992,1.5489331507100077,1.2618871465357373,1.5478257531949686,1.6563048380728127,1.6569866797747297,1.6566457238447487,341681.5238972556,1.3768640300886306,1.04412615743131,0.7789896708515338,1.6167052839707576,1.7282145388596002,1.4112746883051297,1.3256662068464895,333443.8481136848,356442.52042525366,92843.04844097997,2.14086859688196,1.4376197490418294,92843.04844097997,2.14086859688196,1.4376197490418294,1.7077707220477243,1.7839181721437698,1.742024114672142,1.457451085902983,1.4435927808651408,1.7952097735466173,1.8128030477009063,1.2583633602217206,1.5496672819023163,1.2704434866434844,1.534627743341844,158865.08326559694,174578.76484808789,157354.50029986206,176289.65797977004,1.6715303098685952,1.7454292380145413
1963,103284.0,5621.0,4939.0,0.20274,637450.0,23345.0,17713.0,7729.0,44438.0,0.39169,102755.0,189300.0,0.049210000000000004,0.03738,0.05738000000000001,0.1007,8422.0,0.16444,198154.0,0.1788,382035.0,0.18186,183880.0,2.2761692650334076,142101.0,0.16031809365305066,3976157.5594800003,1.4395713650801876,98710.63251670379,0.1607645173241278,2376363.9288,0.0965998491993616,1063718.01666,0.28607832098100155,692656.47016,0.1113749361300765,1650999.82446,0.30672311189853896,76110.99097,0.1600499299787872,48291.180140000004,0.19995064279396194,88586.862,0.14889860223708995,56561.9816,1.5215945496621588,1.5177294000254373,1.5196607460024503,1.860809106502864,1.8622470054110953,1.8615279171225594,209407.0,285942.0,495349.0,1.2641833992084324,1.5795456588996948,165646.0606357591,181028.00535641753,1.262576740927174,1.5801558204632549,1.265792101999738,1.578935732943996,1.719425261517653,1.7200157403281613,1.7197204755797462,354690.62836784706,1.3965663606039151,1.0307933841809536,0.7770789865871833,1.6820553406290717,1.7914994120155854,1.4288608482504097,1.3452239062018316,346922.2319494054,369494.96222880244,98710.63251670379,2.2761692650334076,1.4395713650801876,98710.63251670379,2.2761692650334076,1.4395713650801876,1.78527363817267,1.85692436357376,1.8176331650077124,1.5222340821114253,1.5074261434155174,1.8611954356545277,1.875924911885568,1.2620462976760336,1.579827826827594,1.2744437901097527,1.5674232597380704,165926.55941830957,180995.67253109586,164312.46448457823,182428.06990613585,1.73591507675769,1.8207465815892108
1964,112150.0,4821.0,6914.0,0.21442,684460.0,26767.0,19392.0,8252.0,46392.0,0.39969,108372.0,191927.0,0.05604,0.03985,0.06055,0.1033,8713.0,0.17424,212252.0,0.18944,410632.0,0.19265999999999997,198380.0,2.4434855233853003,153721.0,0.16276410631626964,4205226.91084,1.4506547041391744,105966.63669265033,0.1630931302481386,2517776.18944,0.09984119594461817,1085443.72866,0.2891968122561388,733936.1673600001,0.11342178809011591,1749046.6632599998,0.30882152328227214,86674.65828,0.16193390798042687,50959.06165,0.2053356019924288,94440.51499999998,0.15016621933805036,58022.3704,1.6251778851000986,1.621094808909661,1.6231350631079817,1.946623788772752,1.9483979931123976,1.947510688902549,224448.0,306291.0,530739.0,1.2686055696283038,1.6172537739231825,176924.96814889624,189389.5719637062,1.267010953198485,1.61799060997249,1.2702021929875433,1.616517273430435,1.8107162933006984,1.8112631359179991,1.810989693968919,373514.81339139555,1.420931596209154,1.0209180427891937,0.7754127341261725,1.7783598925671982,1.8795258769545875,1.4488614070215577,1.3722497691967928,366784.94948209205,387650.33259600675,105966.63669265033,2.4434855233853003,1.4506547041391744,105966.63669265033,2.4434855233853003,1.4506547041391744,1.8939153987514517,1.9556540543494751,1.921753696487602,1.6266307478700437,1.6097798873933509,1.9484297171404934,1.959693363740161,1.2658792931426148,1.6164909535488665,1.2791302695749402,1.6071999169156739,177306.0047793305,189478.94470276157,175469.22728565003,190574.30054363943,1.8282432651641929,1.9245371724555438
1965,129645.0,9247.0,5618.0,0.22835999999999998,742289.0,27974.0,22247.0,9173.0,47863.0,0.41466000000000003,116190.0,194347.0,0.056600000000000004,0.04549,0.06581000000000001,0.10633,9282.0,0.18658000000000002,229675.0,0.20146,442973.0,0.20337,213298.0,2.6347438752783963,168261.0,0.16574057727335895,4478619.61272,1.4726030039357614,114260.93763919821,0.16544094012426175,2677529.51396,0.10317930000777362,1126097.9672400001,0.2922390241892596,785914.8881200001,0.11552874466310649,1846276.44507,0.31955390412063717,87540.7862,0.16561978929875681,55385.893430000004,0.20635998945928719,107806.751,0.15541416684659237,59724.285039999995,1.7179240422042024,1.7137648244702235,1.715843173090496,2.0453337651688903,2.0473043776806383,2.046318834211397,244649.0,329379.0,574028.0,1.3080712102676777,1.6551844311873503,187030.33755321024,198998.36767055574,1.3064867834169525,1.6559815973861234,1.30965755861388,1.6543876487331484,1.9215091635414274,1.9220616766945144,1.921785400262035,396366.3170186444,1.4482259852897608,1.0168323306539229,0.7733214421876116,1.874735259294823,1.974792736545814,1.487008588305002,1.4108584247161486,386662.27249429794,407299.0271198376,114260.93763919821,2.6347438752783963,1.4726030039357614,114260.93763919821,2.6347438752783963,1.4726030039357614,2.0067752473138585,2.0638786803351707,2.0329408241726306,1.719570352551039,1.6978523210778458,2.0486561531515584,2.057098379471339,1.3052359577636992,1.6532960255051556,1.3219318477764772,1.646510983350538,187436.60756876835,199225.6649255296,185069.29870212736,200046.64610844932,1.924113711037305,2.03512669118053
1966,144188.0,13636.0,3863.0,0.24342,813414.0,31089.0,26334.0,9831.0,53567.0,0.44986,131877.0,196599.0,0.06083,0.05266,0.06926,0.11984,10723.0,0.19841,249619.0,0.21288,479919.0,0.21343,230300.0,2.820991091314031,184119.0,0.17038495408811907,4773977.86884,1.5050035100416068,122337.92065701558,0.16962413476524313,2829308.46288,0.10794627217606984,1221691.10004,0.298678288927731,835745.37974,0.11885805885564724,1937605.25973,0.3304417586971934,94083.14531,0.16865838367359479,58289.423780000005,0.21101141777380886,124798.934,0.15930131469629435,67312.68992,1.8139024834003747,1.8094738012945202,1.8116867891045754,2.168084677280807,2.1698513271494795,2.1689678223455067,268010.0,361285.0,629295.0,1.3571673864010343,1.7128550367000077,197477.48338597693,210925.6138196335,1.3555095971516053,1.7135527490578595,1.3588272031279531,1.7121576084317671,2.045580005477986,2.046148005467743,2.0458639857609,421957.40119919984,1.4913709256231749,1.0091409750479985,0.7736466301293069,1.982442683721478,2.0925935205772297,1.5408673545959461,1.4603225994066182,408876.8210748711,431595.321025533,122337.92065701558,2.820991091314031,1.5050035100416068,122337.92065701558,2.820991091314031,1.5050035100416068,2.1281277711840856,2.1909189589840516,2.1569546754516153,1.816417280627629,1.7865603401319212,2.168536866452418,2.183545423103019,1.3536329183659601,1.7131954344047884,1.3762547893371355,1.701419819178852,197993.11642297282,210883.70465189827,194738.6501950597,212343.24176049928,2.036773604225884,2.1592951352299408
1967,142700.0,9866.0,3555.0,0.25009,859959.0,32547.0,27761.0,10920.0,57668.0,0.4902,149349.0,198752.0,0.06112,0.05543,0.07481,0.13449,12151.0,0.2023,258991.0,0.21924,506685.0,0.22218,247695.0,2.846603563474387,190502.0,0.1753304212206481,4904790.589179999,1.5431678645605207,123448.65673719374,0.17388928312908195,2913836.84424,0.11218763192435538,1331243.0028000001,0.3039333538669706,852130.8922,0.12280115093607236,2017041.35598,0.34429729200070003,94531.67584,0.17344257344021904,62960.32043,0.21132953943992244,131363.557,0.16085215424266444,75541.41912,1.8400422405680836,1.8354876432431906,1.8377635309278046,2.292810736608499,2.294439947260317,2.29362519727655,273643.0,395813.0,669456.0,1.3660300322437111,1.774562870350389,200319.90039819255,223048.16955955263,1.3643383396647282,1.7751932371040888,1.3677238224136647,1.7739327274383734,2.1125464995616134,2.1131835645605435,2.112865008050327,435776.29504537187,1.5362377614649692,1.0045110875864312,0.7784752278599653,2.0534570289639023,2.1971432808971154,1.5812623754711026,1.480740311430556,423523.4587667759,453158.60454174917,123448.65673719374,2.846603563474387,1.5431678645605207,123448.65673719374,2.846603563474387,1.5431678645605207,2.191254228510871,2.2848130776917883,2.235070597864434,1.842765128046153,1.809815672296581,2.289616895940122,2.3122555796737463,1.3623223802109794,1.777669496064679,1.3871247850472976,1.7602648034960497,200865.08448728677,222658.37427948907,197273.52791167193,224859.9183565328,2.12408552412538,2.237544707452584
1968,156923.0,9053.0,1350.0,0.26238,940651.0,35721.0,33946.0,12185.0,59246.0,0.51479,166280.0,200745.0,0.06606,0.06688,0.08031,0.13691,12610.0,0.21481999999999998,284617.0,0.23187999999999998,556852.0,0.23399,272236.0,2.9788418708240534,207116.0,0.18279893051117715,5145823.32276,1.603270569012271,129183.43541202672,0.18068872569733166,3081830.35688,0.11893943816885141,1398022.41006,0.31453986581142834,904867.8114799999,0.1281558446239404,2124257.38989,0.34961578088929113,102172.16141999999,0.1802804496914886,67589.13693000001,0.21417181715417707,158498.91199999998,0.16397769241334623,76900.70408,1.930697700755114,1.9254232823714568,1.9280586879695691,2.415749370604928,2.417576638959124,2.416662832079535,295445.0,438091.0,733536.0,1.4057947877581178,1.8641122309512852,210162.25310605898,235013.21043123855,1.403873249022512,1.8648171032066765,1.4077189565823838,1.8634076251267924,2.217970271601411,2.2186463873172575,2.218308303700265,457523.8693298759,1.6032737288098047,0.9999980291590408,0.7798165527740333,2.1602977930575764,2.3093314050482716,1.6477457993112037,1.5411044742383524,445559.2595203321,476297.292959801,129183.43541202672,2.9788418708240534,1.603270569012271,129183.43541202672,2.9788418708240534,1.603270569012271,2.3025074311436717,2.3997077499319728,2.349170094804136,1.9338578943150995,1.8862248881165342,2.414109240636705,2.4350770599148652,1.4015791243023665,1.866084047703114,1.4369733275791232,1.8500156802110954,210794.37819613446,234764.88132419766,205602.28525447845,236803.9388455409,2.2335719235709277,2.350605225636884
1969,173562.0,9173.0,1431.0,0.27058,1017615.0,38744.0,36813.0,13178.0,59547.0,0.52436,179437.0,202736.0,0.0695,0.07054,0.08346999999999999,0.14554,13678.0,0.22138000000000002,304678.0,0.24053000000000002,603639.0,0.24436,298960.0,3.0627783964365256,223935.0,0.19176249175544255,5306642.55916,1.6859590503897868,132823.5107182628,0.18882635186401564,3196794.27178,0.12600808566123978,1424011.7930400001,0.32673246234107844,932499.93532,0.1347637626245691,2218400.51196,0.36043390738818015,107492.66150000002,0.18759092064334212,70248.60240999999,0.22020933962525208,167172.746,0.1673189317579635,81748.07152,1.989324214340478,1.9838722986239747,1.9865963862375207,2.497536706466587,2.499474314659644,2.49850532273455,315782.0,477897.0,793679.0,1.4582878698330561,1.9668797665274766,216542.97929266223,242972.14711996677,1.4562882165815367,1.967642578835321,1.4602902688412744,1.9661172499454027,2.289218712834545,2.2899105633115266,2.2895646119404973,472220.4116481156,1.680738444214956,1.0031061383719757,0.7799411171623032,2.230222805509343,2.384857048898334,1.7272097356101028,1.6138585928495905,459981.2234134965,491874.3814782325,132823.5107182628,3.0627783964365256,1.6859590503897868,132823.5107182628,3.0627783964365256,1.6859590503897868,2.3748667318271237,2.476368767745241,2.4239593229306227,1.9927074545990737,1.9408296133403955,2.496448481159195,2.516820321569871,1.4538157147042108,1.9685002926901634,1.4926758085261456,1.9525667063839154,217209.09796620824,242772.12544728824,211554.3095133298,244753.22581170523,2.30624425816798,2.4250867617992355
1970,170049.0,2001.0,3948.0,0.27108,1073303.0,45037.0,40855.0,14671.0,59796.0,0.52085,192785.0,205089.0,0.07729,0.07331,0.09098,0.15313000000000002,14905.0,0.22313,318794.0,0.24619,646724.0,0.25397,327931.0,2.9635300668151445,227844.0,0.20188345241386593,5316448.61016,1.7728372922278053,128519.40840757237,0.19765287350608032,3272019.21494,0.1362939380467231,1414479.6369,0.339188989672484,939871.30982,0.14222967382357793,2305644.0416699997,0.3767490230731655,119541.11953,0.19160485517242262,76569.04094,0.2351537854818096,173737.369,0.17329121719707244,86011.28344000001,2.023761022505469,2.0182011389222394,2.0209791687513685,2.5543763340090813,2.5571549414242725,2.555765260106753,324977.0,520482.0,845459.0,1.475218403409074,2.094153633314014,220290.77135223668,248540.50424960142,1.4731905741308124,2.0952923162070234,1.4772490239701839,2.093015569236203,2.3155389512842706,2.3162723854966356,2.3159056393561452,477653.2222115656,1.7700267907446947,1.0015878299118446,0.7877169820637788,2.277418748151908,2.434291325972789,1.8033331904205523,1.682344185617541,469715.33938758285,502070.1516905618,128519.40840757237,2.9635300668151445,1.7728372922278053,128519.40840757237,2.9635300668151445,1.7728372922278053,2.3966201998075256,2.505732573590572,2.449737228888308,2.027880284179037,1.970709185441991,2.55712086389811,2.5720661829242535,1.4701980614478778,2.0930434618531795,1.512849122880465,2.0808815655222634,221043.00673608336,248672.3326514995,214811.24263154788,250125.7200908349,2.3545489385939713,2.450569179024102
1971,196824.0,8256.0,621.0,0.28,1164850.0,46196.0,46550.0,16767.0,58509.0,0.52128,208960.0,207692.0,0.07721,0.07945,0.09759000000000001,0.14877,15792.0,0.23247,342116.0,0.25559,699937.0,0.26278,357821.0,3.048719376391982,247077.0,0.21212303359571405,5491388.5600000005,1.8687684291635855,132213.8131959911,0.2060485946165054,3396951.0993399997,0.14760737800772486,1415647.39392,0.3493783928915814,979213.38858,0.14999047361236587,2385624.84258,0.3868448403715729,119417.38697,0.20414689151023716,82132.03677,0.24722692252856257,188288.55500000002,0.18898469177755664,83562.32376000001,2.085389750280604,2.0799140509398284,2.08265010102382,2.6178553089749697,2.6211478400931707,2.619501057223719,350018.0,567756.0,917774.0,1.5418410374356948,2.228778665495508,227013.02631179843,254738.619311835,1.5398154670828526,2.2301798157321215,1.5438692723514942,2.227378395556516,2.3943389858735795,2.395086731373299,2.3947128294381375,493907.1263587864,1.8581914514294864,1.0056920817959647,0.7878896099157746,2.343327470438996,2.494556985489095,1.905077041951627,1.780016023571928,483308.9474505725,514499.88370014034,132213.8131959911,3.048719376391982,1.8687684291635855,132213.8131959911,3.048719376391982,1.8687684291635855,2.46587863216526,2.5693626441337036,2.516156227692872,2.0899902033970217,2.0263409356502726,2.6272875800784634,2.6337090227420004,1.536426049824946,2.222173208160484,1.584686631890819,2.216755161701504,227813.11215068217,255495.83529989034,220875.21466775102,256120.30133459132,2.4177601019687804,2.5170888825095017
1972,228140.0,9107.0,-3372.0,0.29472000000000004,1279110.0,52586.0,56934.0,18257.0,60691.0,0.52307,225498.0,209924.0,0.08561999999999999,0.09025999999999999,0.09720000000000001,0.15508,17282.0,0.24767,373815.0,0.27124,768153.0,0.27784,394338.0,3.2868875278396437,279724.0,0.22129629475137305,5780078.701440001,1.9623908331430722,142542.45141982182,0.2130828801095493,3604949.3962399997,0.1587445597902403,1420508.5219800002,0.3583215209291979,1043239.04138,0.15633780813090975,2522345.71224,0.3971009281026792,132424.77233999997,0.22318030960796942,81803.8116,0.2661621811711654,213907.17399999997,0.1984006372890218,87106.57504,2.212894440209754,2.2081272413468063,2.210509555657258,2.7111810114394554,2.7157323094603636,2.7134557062096216,378574.0,620811.0,999385.0,1.571172686384079,2.3526669645320277,240949.96258575245,263875.4270617671,1.5694793993474385,2.3546408641785592,1.5728678002818999,2.350694719609099,2.5036064642560203,2.5045259352839904,2.5040661575672982,516461.1409320977,1.9350633005928228,1.0141222938504788,0.7813133986235731,2.45862972735639,2.5947427134883445,1.9796646929699655,1.8626655433867754,507089.9226375281,535163.0899142575,142542.45141982182,3.2868875278396437,1.9623908331430722,142542.45141982182,3.2868875278396437,1.9623908331430722,2.6025269776670967,2.6881744395761444,2.643213942975093,2.220065115892106,2.1428865493804024,2.7260314958307883,2.7290326546438175,1.5644100760729585,2.3418135885384364,1.6207541355112367,2.339238260435361,241991.53776247136,265098.3848750567,233578.9196555626,265390.23856614734,2.525769500612403,2.645004064207094
1973,266925.0,15878.0,4111.0,0.31135999999999997,1425376.0,75771.0,71843.0,19498.0,65640.0,0.51859,239125.0,211939.0,0.10657,0.09663000000000001,0.0989,0.14984999999999998,19316.0,0.2605,416635.0,0.28466,849575.0,0.29098,432939.0,3.519209354120267,316688.0,0.23342237316389933,6106424.07872,2.075043110868534,152617.5520601336,0.22455867757630688,3783309.5971600004,0.16979183967492117,1408342.12326,0.3796973759374856,1097281.747,0.1638904809851433,2641636.03278,0.45969951091546085,164827.23649,0.23425372174865486,83234.5367,0.31372018228704573,229003.437,0.2294908126378029,84168.94679999999,2.3870232282170836,2.3767467622042373,2.3818794530729845,2.787878095369036,2.792812484688268,2.790344199294344,436441.0,672246.0,1108687.0,1.6810138728936683,2.4773891762274074,259629.62414386147,271352.60234877706,1.6773914710359645,2.4795806275617243,1.6846440974900982,2.4751996616959904,2.634964050612996,2.635963357081825,2.635463656483192,543561.7436860019,2.0396707694727922,1.0173421818487327,0.7778212751030431,2.589589680515366,2.690952969802508,2.0879926759947223,1.99140924288288,534100.2820166138,555006.3590687974,152617.5520601336,3.519209354120267,2.075043110868534,152617.5520601336,3.519209354120267,2.075043110868534,2.7510970213317547,2.802758219261144,2.774076933570799,2.3907589794336643,2.303631934157564,2.81245459233072,2.8060633151216234,1.674770413337338,2.457912933467855,1.73811290979534,2.4635112401165182,260597.51027622828,273502.7717403855,251100.4880870428,272881.23920563253,2.639784847549654,2.7768074813574
